season,phase,seq,week,home,away,home_score,away_score,winner
1,regular,0,1,YKW,SJS,,,home
1,regular,1,1,COL,BAL,,,home
1,regular,2,1,OCO,AZ,,,away
1,regular,3,2,BAL,OCO,,,away
1,regular,4,2,COL,YKW,,,home
1,regular,5,2,SJS,AZ,,,home
1,regular,6,3,BAL,AZ,,,away
1,regular,7,3,YKW,COL,,,away
1,regular,8,3,OCO,SJS,,,home
1,regular,9,4,COL,BAL,,,away
1,regular,10,4,AZ,YKW,,,home
1,regular,11,4,SJS,OCO,,,away
1,regular,12,5,BAL,SJS,,,home
1,regular,13,5,YKW,AZ,,,home
1,regular,14,5,COL,OCO,,,home
1,regular,15,6,BAL,COL,,,away
1,regular,16,6,YKW,OCO,,,home
1,regular,17,6,AZ,SJS,,,home
1,regular,18,7,BAL,COL,,,away
1,regular,19,7,AZ,SJS,,,home
1,regular,20,7,OCO,YKW,,,home
1,regular,21,8,YKW,COL,,,home
1,regular,22,8,AZ,BAL,,,away
1,regular,23,8,OCO,SJS,,,home
1,regular,24,9,BAL,YKW,,,home
1,regular,25,9,COL,SJS,,,away
1,regular,26,9,AZ,OCO,,,home
1,regular,27,10,YKW,BAL,,,home
1,regular,28,10,OCO,COL,,,home
1,regular,29,10,SJS,AZ,,,away
1,regular,30,11,YKW,BAL,,,home
1,regular,31,11,COL,AZ,,,home
1,regular,32,11,SJS,OCO,,,away
1,regular,33,12,BAL,YKW,,,away
1,regular,34,12,AZ,OCO,,,home
1,regular,35,12,SJS,COL,,,home
1,regular,36,13,AZ,COL,,,home
1,regular,37,13,OCO,BAL,,,home
1,regular,38,13,SJS,YKW,,,away
1,regular,39,14,COL,YKW,,,home
1,regular,40,14,OCO,AZ,,,home
1,regular,41,14,SJS,BAL,,,home
1,playoff,10015,15,COL,YKW,13.0,6.0,home
1,playoff,10015,15,AZ,OCO,36.0,13.0,home
1,playoff,10016,16,AZ,COL,29.0,6.0,home
2,regular,0,1,YKW,COL,,,home
2,regular,1,1,AZ,OCO,,,home
2,regular,2,1,SJS,PHI,,,home
2,regular,3,1,LVL,BAL,,,home
2,regular,4,2,BAL,OCO,,,home
2,regular,5,2,YKW,SJS,,,home
2,regular,6,2,AZ,PHI,,,home
2,regular,7,2,LVL,COL,,,away
2,regular,8,3,COL,YKW,,,home
2,regular,9,3,LVL,AZ,,,away
2,regular,10,3,OCO,PHI,,,home
2,regular,11,3,SJS,BAL,,,home
2,regular,12,4,SJS,OCO,,,home
2,regular,13,4,PHI,BAL,,,away
2,regular,14,4,COL,AZ,,,home
2,regular,15,4,LVL,YKW,,,away
2,regular,16,5,OCO,LVL,,,home
2,regular,17,5,PHI,COL,,,home
2,regular,18,5,BAL,SJS,,,home
2,regular,19,5,AZ,YKW,,,home
2,regular,20,6,BAL,LVL,,,home
2,regular,21,6,AZ,COL,,,home
2,regular,22,6,SJS,YKW,,,away
2,regular,23,6,PHI,OCO,,,away
2,regular,24,7,BAL,YKW,,,home
2,regular,25,7,OCO,AZ,,,away
2,regular,26,7,COL,SJS,,,home
2,regular,27,7,PHI,LVL,,,home
2,regular,28,8,SJS,LVL,,,away
2,regular,29,8,PHI,YKW,,,home
2,regular,30,8,BAL,AZ,,,home
2,regular,31,8,OCO,COL,,,home
2,regular,32,9,BAL,COL,,,home
2,regular,33,9,OCO,SJS,,,home
2,regular,34,9,YKW,LVL,,,home
2,regular,35,9,YKW,BAL,,,home
2,regular,36,10,AZ,SJS,,,home
2,regular,37,10,COL,OCO,,,home
2,regular,38,10,LVL,PHI,,,away
2,regular,39,10,YKW,PHI,,,home
2,regular,40,11,LVL,OCO,,,away
2,regular,41,11,AZ,BAL,,,home
2,regular,42,11,SJS,COL,,,away
2,regular,43,11,BAL,PHI,,,home
2,regular,44,12,SJS,AZ,,,away
2,regular,45,12,COL,LVL,,,away
2,regular,46,12,OCO,YKW,,,home
2,regular,47,12,COL,PHI,,,home
2,regular,48,13,LVL,SJS,,,away
2,regular,49,13,YKW,AZ,,,away
2,regular,50,13,OCO,BAL,,,home
2,regular,51,13,COL,BAL,,,home
2,regular,52,14,YKW,OCO,,,home
2,regular,53,14,PHI,AZ,,,away
2,regular,54,14,AZ,LVL,,,home
2,regular,55,14,PHI,SJS,,,home
2,playoff,10016,16,BAL,YKW,16.0,14.0,home
2,playoff,10016,16,AZ,OCO,17.0,13.0,home
2,playoff,10017,17,AZ,BAL,33.0,6.0,home
3,regular,0,1,BAL,YKW,,,home
3,regular,1,1,COL,LVL,,,home
3,regular,2,1,AZ,SJS,,,home
3,regular,3,1,OCO,PHI,,,home
3,regular,4,2,PHI,AZ,,,away
3,regular,5,2,LVL,BAL,,,away
3,regular,6,2,SJS,YKW,,,home
3,regular,7,2,OCO,COL,,,home
3,regular,8,3,COL,BAL,,,away
3,regular,9,3,YKW,OCO,,,home
3,regular,10,3,AZ,LVL,,,home
3,regular,11,3,SJS,PHI,,,tie
3,regular,12,4,LVL,YKW,,,away
3,regular,13,4,BAL,PHI,,,home
3,regular,14,4,AZ,COL,,,home
3,regular,15,4,SJS,OCO,,,home
3,regular,16,5,PHI,YKW,,,home
3,regular,17,5,SJS,COL,,,home
3,regular,18,5,OCO,AZ,,,away
3,regular,19,5,BAL,LVL,,,home
3,regular,20,6,AZ,PHI,,,home
3,regular,21,6,OCO,LVL,,,home
3,regular,22,6,SJS,BAL,,,away
3,regular,23,6,YKW,COL,,,home
3,regular,24,7,COL,AZ,,,away
3,regular,25,7,OCO,SJS,,,home
3,regular,26,7,PHI,LVL,,,home
3,regular,27,7,YKW,BAL,,,home
3,regular,28,8,LVL,SJS,,,away
3,regular,29,8,COL,PHI,,,away
3,regular,30,8,YKW,AZ,,,away
3,regular,31,8,BAL,OCO,,,away
3,regular,32,9,BAL,AZ,,,away
3,regular,33,9,LVL,OCO,,,away
3,regular,34,9,COL,YKW,,,home
3,regular,35,9,PHI,SJS,,,home
3,regular,36,10,AZ,OCO,,,home
3,regular,37,10,SJS,LVL,,,away
3,regular,38,10,YKW,PHI,,,home
3,regular,39,10,BAL,COL,,,home
3,regular,40,11,COL,OCO,,,away
3,regular,41,11,AZ,YKW,,,home
3,regular,42,11,BAL,SJS,,,home
3,regular,43,11,LVL,PHI,,,away
3,regular,44,12,AZ,BAL,,,away
3,regular,45,12,LVL,COL,,,home
3,regular,46,12,PHI,OCO,,,home
3,regular,47,12,YKW,SJS,,,away
3,regular,48,13,PHI,COL,,,home
3,regular,49,13,OCO,BAL,,,home
3,regular,50,13,YKW,LVL,,,home
3,regular,51,13,SJS,AZ,,,away
3,regular,52,14,LVL,AZ,,,away
3,regular,53,14,OCO,YKW,,,away
3,regular,54,14,PHI,BAL,,,home
3,regular,55,14,COL,SJS,,,home
3,playoff,10015,15,BAL,PHI,34.0,3.0,home
3,playoff,10015,15,AZ,OCO,27.0,7.0,home
3,playoff,10016,16,AZ,BAL,49.0,12.0,home
4,regular,0,1,OCO,AZ,,,away
4,regular,1,1,SJS,COL,,,home
4,regular,2,1,BAL,YKW,,,home
4,regular,3,1,PHI,LVL,,,home
4,regular,4,2,BAL,SJS,,,away
4,regular,5,2,COL,LVL,,,away
4,regular,6,2,PHI,AZ,,,away
4,regular,7,2,OCO,YKW,,,away
4,regular,8,3,SJS,AZ,,,away
4,regular,9,3,OCO,PHI,,,home
4,regular,10,3,BAL,COL,,,home
4,regular,11,3,LVL,YKW,,,away
4,regular,12,4,LVL,COL,,,home
4,regular,13,4,AZ,PHI,,,home
4,regular,14,4,SJS,BAL,,,away
4,regular,15,4,YKW,OCO,,,away
4,regular,16,5,BAL,AZ,,,home
4,regular,17,5,PHI,COL,,,home
4,regular,18,5,OCO,LVL,,,home
4,regular,19,5,SJS,YKW,,,home
4,regular,20,6,YKW,AZ,,,home
4,regular,21,6,COL,OCO,,,away
4,regular,22,6,LVL,BAL,,,away
4,regular,23,6,PHI,SJS,,,away
4,regular,24,7,LVL,PHI,,,home
4,regular,25,7,YKW,BAL,,,home
4,regular,26,7,COL,SJS,,,away
4,regular,27,7,AZ,OCO,,,home
4,regular,28,8,SJS,LVL,,,home
4,regular,29,8,AZ,COL,,,home
4,regular,30,8,BAL,OCO,,,home
4,regular,31,8,YKW,PHI,,,away
4,regular,32,9,PHI,BAL,,,home
4,regular,33,9,LVL,AZ,,,away
4,regular,34,9,COL,YKW,,,away
4,regular,35,9,OCO,SJS,,,home
4,regular,36,10,AZ,SJS,,,home
4,regular,37,10,PHI,OCO,,,away
4,regular,38,10,COL,BAL,,,home
4,regular,39,10,YKW,LVL,,,home
4,regular,40,11,BAL,LVL,,,home
4,regular,41,11,OCO,COL,,,home
4,regular,42,11,SJS,PHI,,,home
4,regular,43,11,AZ,YKW,,,home
4,regular,44,12,LVL,OCO,,,away
4,regular,45,12,YKW,SJS,,,home
4,regular,46,12,AZ,BAL,,,home
4,regular,47,12,COL,PHI,,,away
4,regular,48,13,COL,AZ,,,away
4,regular,49,13,LVL,SJS,,,away
4,regular,50,13,PHI,YKW,,,home
4,regular,51,13,OCO,BAL,,,home
4,regular,52,14,YKW,COL,,,home
4,regular,53,14,SJS,OCO,,,home
4,regular,54,14,BAL,PHI,,,away
4,regular,55,14,AZ,LVL,,,home
4,playoff,10015,15,YKW,PHI,26.0,20.0,home
4,playoff,10015,15,AZ,OCO,9.0,27.0,away
4,playoff,10016,16,OCO,YKW,30.0,23.0,home
5,regular,0,1,AZ,COL,,,home
5,regular,1,1,SJS,OCO,,,home
5,regular,2,1,LVL,PHI,,,away
5,regular,3,1,YKW,BAL,,,home
5,regular,4,2,OCO,COL,,,home
5,regular,5,2,SJS,AZ,,,away
5,regular,6,2,BAL,LVL,,,home
5,regular,7,2,PHI,YKW,,,away
5,regular,8,3,YKW,AZ,,,home
5,regular,9,3,LVL,OCO,,,away
5,regular,10,3,COL,SJS,,,away
5,regular,11,3,PHI,BAL,,,home
5,regular,12,4,BAL,SJS,,,away
5,regular,13,4,COL,PHI,,,away
5,regular,14,4,AZ,LVL,,,home
5,regular,15,4,OCO,YKW,,,home
5,regular,16,5,LVL,COL,,,away
5,regular,17,5,PHI,AZ,,,home
5,regular,18,5,BAL,OCO,,,away
5,regular,19,5,SJS,YKW,,,away
5,regular,20,6,AZ,OCO,,,away
5,regular,21,6,SJS,PHI,,,home
5,regular,22,6,YKW,LVL,,,home
5,regular,23,6,COL,BAL,,,away
5,regular,24,7,YKW,COL,,,home
5,regular,25,7,LVL,SJS,,,home
5,regular,26,7,OCO,PHI,,,home
5,regular,27,7,AZ,BAL,,,away
5,regular,28,8,COL,AZ,,,away
5,regular,29,8,OCO,SJS,,,home
5,regular,30,8,PHI,LVL,,,home
5,regular,31,8,BAL,YKW,,,home
5,regular,32,9,COL,OCO,,,away
5,regular,33,9,AZ,SJS,,,home
5,regular,34,9,YKW,PHI,,,home
5,regular,35,9,LVL,BAL,,,away
5,regular,36,10,SJS,COL,,,home
5,regular,37,10,BAL,PHI,,,home
5,regular,38,10,OCO,LVL,,,home
5,regular,39,10,AZ,YKW,,,home
5,regular,40,11,PHI,COL,,,home
5,regular,41,11,LVL,AZ,,,away
5,regular,42,11,YKW,OCO,,,home
5,regular,43,11,SJS,BAL,,,home
5,regular,44,12,YKW,SJS,,,away
5,regular,45,12,AZ,PHI,,,home
5,regular,46,12,COL,LVL,,,home
5,regular,47,12,OCO,BAL,,,home
5,regular,48,13,BAL,COL,,,home
5,regular,49,13,OCO,AZ,,,home
5,regular,50,13,PHI,SJS,,,home
5,regular,51,13,LVL,YKW,,,away
5,regular,52,14,BAL,AZ,,,home
5,regular,53,14,PHI,OCO,,,home
5,regular,54,14,SJS,LVL,,,home
5,regular,55,14,COL,YKW,,,away
5,playoff,10015,15,YKW,BAL,37.0,21.0,home
5,playoff,10015,15,OCO,AZ,43.0,19.0,home
5,playoff,10016,16,OCO,YKW,26.0,15.0,home
6,regular,0,1,NOLA,OCO,,,away
6,regular,1,1,COL,BAL,,,away
6,regular,2,1,YKW,PHI,,,away
6,regular,3,1,AZ,SJS,,,away
6,regular,4,2,AZ,OCO,,,away
6,regular,5,2,BAL,PHI,,,home
6,regular,6,2,COL,YKW,,,away
6,regular,7,2,SJS,NOLA,,,home
6,regular,8,3,YKW,BAL,,,home
6,regular,9,3,NOLA,AZ,,,away
6,regular,10,3,OCO,SJS,,,home
6,regular,11,3,PHI,COL,,,home
6,regular,12,4,BAL,AZ,,,away
6,regular,13,4,OCO,PHI,,,home
6,regular,14,4,NOLA,YKW,,,tie
6,regular,15,4,SJS,COL,,,home
6,regular,16,5,YKW,OCO,,,away
6,regular,17,5,PHI,NOLA,,,home
6,regular,18,5,COL,AZ,,,away
6,regular,19,5,BAL,SJS,,,away
6,regular,20,6,BAL,NOLA,,,home
6,regular,21,6,PHI,AZ,,,home
6,regular,22,6,SJS,YKW,,,home
6,regular,23,6,OCO,COL,,,home
6,regular,24,7,OCO,BAL,,,away
6,regular,25,7,YKW,SJS,,,away
6,regular,26,7,AZ,PHI,,,home
6,regular,27,7,NOLA,COL,,,home
6,regular,28,8,NOLA,PHI,,,away
6,regular,29,8,AZ,BAL,,,home
6,regular,30,8,OCO,YKW,,,away
6,regular,31,8,COL,SJS,,,away
6,regular,32,9,YKW,AZ,,,home
6,regular,33,9,NOLA,BAL,,,away
6,regular,34,9,SJS,PHI,,,home
6,regular,35,9,COL,OCO,,,away
6,regular,36,10,BAL,OCO,,,home
6,regular,37,10,PHI,SJS,,,home
6,regular,38,10,AZ,YKW,,,home
6,regular,39,10,COL,NOLA,,,away
6,regular,40,11,PHI,OCO,,,away
6,regular,41,11,YKW,NOLA,,,home
6,regular,42,11,AZ,COL,,,home
6,regular,43,11,SJS,BAL,,,home
6,regular,44,12,PHI,YKW,,,home
6,regular,45,12,OCO,AZ,,,home
6,regular,46,12,NOLA,SJS,,,away
6,regular,47,12,BAL,COL,,,home
6,regular,48,13,YKW,COL,,,home
6,regular,49,13,AZ,NOLA,,,home
6,regular,50,13,PHI,BAL,,,home
6,regular,51,13,SJS,OCO,,,away
6,regular,52,14,COL,PHI,,,away
6,regular,53,14,OCO,NOLA,,,home
6,regular,54,14,BAL,YKW,,,away
6,regular,55,14,SJS,AZ,,,home
6,playoff,10015,15,PHI,YKW,31.0,21.0,home
6,playoff,10015,15,OCO,SJS,32.0,29.0,home
6,playoff,10016,16,OCO,PHI,23.0,17.0,home
7,regular,0,1,COL,YKW,,,away
7,regular,1,1,SJS,BAL,,,away
7,regular,2,1,PHI,OCO,,,home
7,regular,3,1,AZ,NOLA,,,home
7,regular,4,2,PHI,COL,,,home
7,regular,5,2,YKW,SJS,,,home
7,regular,6,2,BAL,NOLA,,,home
7,regular,7,2,OCO,AZ,,,home
7,regular,8,3,OCO,COL,,,home
7,regular,9,3,YKW,NOLA,,,home
7,regular,10,3,BAL,SJS,,,away
7,regular,11,3,AZ,PHI,,,away
7,regular,12,4,COL,SJS,,,away
7,regular,13,4,PHI,BAL,,,home
7,regular,14,4,NOLA,YKW,,,away
7,regular,15,4,AZ,OCO,,,away
7,regular,16,5,COL,BAL,,,away
7,regular,17,5,YKW,OCO,,,home
7,regular,18,5,NOLA,SJS,,,home
7,regular,19,5,PHI,AZ,,,home
7,regular,20,6,SJS,COL,,,home
7,regular,21,6,AZ,YKW,,,away
7,regular,22,6,OCO,NOLA,,,home
7,regular,23,6,BAL,PHI,,,home
7,regular,24,7,COL,OCO,,,away
7,regular,25,7,NOLA,PHI,,,away
7,regular,26,7,SJS,YKW,,,away
7,regular,27,7,BAL,AZ,,,home
7,regular,28,8,NOLA,COL,,,home
7,regular,29,8,YKW,AZ,,,home
7,regular,30,8,PHI,SJS,,,home
7,regular,31,8,OCO,BAL,,,home
7,regular,32,9,AZ,COL,,,home
7,regular,33,9,YKW,PHI,,,home
7,regular,34,9,BAL,OCO,,,away
7,regular,35,9,SJS,NOLA,,,home
7,regular,36,10,COL,PHI,,,away
7,regular,37,10,SJS,AZ,,,home
7,regular,38,10,NOLA,BAL,,,home
7,regular,39,10,OCO,YKW,,,home
7,regular,40,11,COL,AZ,,,away
7,regular,41,11,YKW,BAL,,,home
7,regular,42,11,NOLA,OCO,,,away
7,regular,43,11,SJS,PHI,,,away
7,regular,44,12,YKW,COL,,,home
7,regular,45,12,OCO,SJS,,,home
7,regular,46,12,AZ,BAL,,,away
7,regular,47,12,PHI,NOLA,,,home
7,regular,48,13,COL,NOLA,,,away
7,regular,49,13,OCO,PHI,,,home
7,regular,50,13,AZ,SJS,,,home
7,regular,51,13,BAL,YKW,,,away
7,regular,52,14,BAL,COL,,,home
7,regular,53,14,PHI,YKW,,,away
7,regular,54,14,SJS,OCO,,,away
7,regular,55,14,NOLA,AZ,,,away
7,playoff,10015,15,YKW,PHI,31.0,40.0,away
7,playoff,10015,15,OCO,AZ,48.0,24.0,home
7,playoff,10016,16,OCO,PHI,19.0,28.0,away
8,regular,0,1,PHI,COL,,,home
8,regular,1,1,NOLA,YKW,,,away
8,regular,2,1,BAL,SJS,,,home
8,regular,3,1,OCO,AZ,,,home
8,regular,4,2,BAL,PHI,,,home
8,regular,5,2,COL,NOLA,,,away
8,regular,6,2,YKW,AZ,,,home
8,regular,7,2,SJS,OCO,,,away
8,regular,8,3,SJS,PHI,,,away
8,regular,9,3,COL,AZ,,,home
8,regular,10,3,YKW,NOLA,,,home
8,regular,11,3,OCO,BAL,,,away
8,regular,12,4,PHI,NOLA,,,home
8,regular,13,4,BAL,YKW,,,away
8,regular,14,4,AZ,COL,,,home
8,regular,15,4,OCO,SJS,,,home
8,regular,16,5,PHI,YKW,,,away
8,regular,17,5,COL,SJS,,,home
8,regular,18,5,AZ,NOLA,,,away
8,regular,19,5,BAL,OCO,,,away
8,regular,20,6,NOLA,PHI,,,away
8,regular,21,6,OCO,COL,,,away
8,regular,22,6,SJS,AZ,,,home
8,regular,23,6,YKW,BAL,,,home
8,regular,24,7,PHI,SJS,,,home
8,regular,25,7,AZ,BAL,,,away
8,regular,26,7,NOLA,COL,,,home
8,regular,27,7,YKW,OCO,,,away
8,regular,28,8,AZ,PHI,,,home
8,regular,29,8,COL,OCO,,,away
8,regular,30,8,BAL,NOLA,,,away
8,regular,31,8,SJS,YKW,,,away
8,regular,32,9,OCO,PHI,,,home
8,regular,33,9,COL,BAL,,,home
8,regular,34,9,YKW,SJS,,,home
8,regular,35,9,NOLA,AZ,,,home
8,regular,36,10,PHI,BAL,,,home
8,regular,37,10,NOLA,OCO,,,home
8,regular,38,10,AZ,YKW,,,home
8,regular,39,10,SJS,COL,,,away
8,regular,40,11,COL,YKW,,,away
8,regular,41,11,NOLA,BAL,,,home
8,regular,42,11,PHI,OCO,,,away
8,regular,43,11,AZ,SJS,,,home
8,regular,44,12,COL,PHI,,,home
8,regular,45,12,SJS,NOLA,,,away
8,regular,46,12,OCO,YKW,,,home
8,regular,47,12,BAL,AZ,,,home
8,regular,48,13,PHI,AZ,,,home
8,regular,49,13,SJS,BAL,,,away
8,regular,50,13,OCO,NOLA,,,home
8,regular,51,13,YKW,COL,,,home
8,regular,52,14,YKW,PHI,,,home
8,regular,53,14,BAL,COL,,,home
8,regular,54,14,NOLA,SJS,,,home
8,regular,55,14,AZ,OCO,,,home
8,playoff,10015,15,YKW,BAL,38.0,24.0,home
8,playoff,10015,15,OCO,NOLA,17.0,20.0,away
8,playoff,10016,16,YKW,NOLA,24.0,13.0,home
9,regular,0,1,BAL,YKW,,,home
9,regular,1,1,COL,AZ,,,home
9,regular,2,1,OCO,SJS,,,home
9,regular,3,1,PHI,NOLA,,,away
9,regular,4,2,BAL,COL,,,home
9,regular,5,2,YKW,AZ,,,away
9,regular,6,2,SJS,PHI,,,away
9,regular,7,2,NOLA,OCO,,,home
9,regular,8,3,YKW,NOLA,,,away
9,regular,9,3,COL,SJS,,,home
9,regular,10,3,AZ,BAL,,,away
9,regular,11,3,PHI,OCO,,,away
9,regular,12,4,AZ,PHI,,,away
9,regular,13,4,OCO,BAL,,,home
9,regular,14,4,SJS,YKW,,,away
9,regular,15,4,NOLA,COL,,,home
9,regular,16,5,BAL,SJS,,,home
9,regular,17,5,COL,PHI,,,home
9,regular,18,5,NOLA,AZ,,,home
9,regular,19,5,YKW,OCO,,,home
9,regular,20,6,COL,YKW,,,away
9,regular,21,6,OCO,AZ,,,home
9,regular,22,6,SJS,NOLA,,,away
9,regular,23,6,PHI,BAL,,,away
9,regular,24,7,BAL,NOLA,,,home
9,regular,25,7,AZ,SJS,,,home
9,regular,26,7,OCO,COL,,,home
9,regular,27,7,PHI,YKW,,,home
9,regular,28,8,YKW,BAL,,,away
9,regular,29,8,AZ,COL,,,away
9,regular,30,8,SJS,OCO,,,home
9,regular,31,8,NOLA,PHI,,,home
9,regular,32,9,COL,BAL,,,away
9,regular,33,9,AZ,YKW,,,away
9,regular,34,9,OCO,NOLA,,,away
9,regular,35,9,PHI,SJS,,,away
9,regular,36,10,BAL,AZ,,,home
9,regular,37,10,OCO,PHI,,,home
9,regular,38,10,SJS,COL,,,away
9,regular,39,10,NOLA,YKW,,,away
9,regular,40,11,BAL,OCO,,,away
9,regular,41,11,YKW,SJS,,,home
9,regular,42,11,COL,NOLA,,,away
9,regular,43,11,PHI,AZ,,,home
9,regular,44,12,AZ,NOLA,,,away
9,regular,45,12,OCO,YKW,,,home
9,regular,46,12,SJS,BAL,,,away
9,regular,47,12,PHI,COL,,,away
9,regular,48,13,BAL,PHI,,,home
9,regular,49,13,YKW,COL,,,away
9,regular,50,13,AZ,OCO,,,away
9,regular,51,13,NOLA,SJS,,,home
9,regular,52,14,YKW,PHI,,,home
9,regular,53,14,COL,OCO,,,home
9,regular,54,14,SJS,AZ,,,away
9,regular,55,14,NOLA,BAL,,,home
9,playoff,10015,15,BAL,COL,40.0,34.0,home
9,playoff,10015,15,NOLA,OCO,39.0,21.0,home
9,playoff,10016,16,NOLA,BAL,37.0,24.0,home
10,regular,0,1,YKW,BAL,,,away
10,regular,1,1,AZ,COL,,,away
10,regular,2,1,SJS,OCO,,,away
10,regular,3,1,NOLA,PHI,,,home
10,regular,4,2,COL,BAL,,,away
10,regular,5,2,AZ,YKW,,,home
10,regular,6,2,PHI,SJS,,,away
10,regular,7,2,OCO,NOLA,,,home
10,regular,8,3,NOLA,YKW,,,home
10,regular,9,3,SJS,COL,,,away
10,regular,10,3,BAL,AZ,,,home
10,regular,11,3,OCO,PHI,,,home
10,regular,12,4,PHI,AZ,,,away
10,regular,13,4,BAL,OCO,,,home
10,regular,14,4,YKW,SJS,,,home
10,regular,15,4,COL,NOLA,,,away
10,regular,16,5,SJS,BAL,,,away
10,regular,17,5,OCO,YKW,,,away
10,regular,18,5,PHI,COL,,,away
10,regular,19,5,AZ,NOLA,,,away
10,regular,20,6,YKW,COL,,,home
10,regular,21,6,AZ,OCO,,,away
10,regular,22,6,NOLA,SJS,,,home
10,regular,23,6,BAL,PHI,,,home
10,regular,24,7,NOLA,BAL,,,home
10,regular,25,7,SJS,AZ,,,home
10,regular,26,7,COL,OCO,,,home
10,regular,27,7,YKW,PHI,,,home
10,regular,28,8,BAL,YKW,,,home
10,regular,29,8,COL,AZ,,,home
10,regular,30,8,OCO,SJS,,,home
10,regular,31,8,PHI,NOLA,,,away
10,regular,32,9,BAL,COL,,,home
10,regular,33,9,YKW,AZ,,,home
10,regular,34,9,NOLA,OCO,,,home
10,regular,35,9,SJS,PHI,,,home
10,regular,36,10,AZ,BAL,,,away
10,regular,37,10,PHI,OCO,,,away
10,regular,38,10,COL,SJS,,,home
10,regular,39,10,YKW,NOLA,,,home
10,regular,40,11,OCO,BAL,,,away
10,regular,41,11,SJS,YKW,,,home
10,regular,42,11,NOLA,COL,,,home
10,regular,43,11,AZ,PHI,,,home
10,regular,44,12,NOLA,AZ,,,home
10,regular,45,12,YKW,OCO,,,home
10,regular,46,12,BAL,SJS,,,home
10,regular,47,12,COL,PHI,,,home
10,regular,48,13,PHI,BAL,,,away
10,regular,49,13,COL,YKW,,,home
10,regular,50,13,OCO,AZ,,,home
10,regular,51,13,SJS,NOLA,,,away
10,regular,52,14,PHI,YKW,,,away
10,regular,53,14,OCO,COL,,,away
10,regular,54,14,AZ,SJS,,,home
10,regular,55,14,BAL,NOLA,,,home
10,playoff,10015,15,BAL,COL,37.0,28.0,home
10,playoff,10015,15,NOLA,OCO,10.0,3.0,home
10,playoff,10016,16,BAL,NOLA,29.0,23.0,home
11,regular,0,1,BAL,YKW,,,home
11,regular,1,1,COL,AZ,,,home
11,regular,2,1,OCO,SJS,,,home
11,regular,3,1,PHI,NOLA,,,away
11,regular,4,2,BAL,COL,,,home
11,regular,5,2,YKW,AZ,,,away
11,regular,6,2,SJS,PHI,,,away
11,regular,7,2,NOLA,OCO,,,home
11,regular,8,3,YKW,NOLA,,,home
11,regular,9,3,COL,SJS,,,home
11,regular,10,3,AZ,BAL,,,away
11,regular,11,3,PHI,OCO,,,away
11,regular,12,4,AZ,PHI,,,away
11,regular,13,4,OCO,BAL,,,away
11,regular,14,4,SJS,YKW,,,away
11,regular,15,4,NOLA,COL,,,home
11,regular,16,5,BAL,SJS,,,home
11,regular,17,5,YKW,OCO,,,home
11,regular,18,5,COL,PHI,,,home
11,regular,19,5,NOLA,AZ,,,home
11,regular,20,6,COL,YKW,,,home
11,regular,21,6,OCO,AZ,,,home
11,regular,22,6,SJS,NOLA,,,away
11,regular,23,6,PHI,BAL,,,home
11,regular,24,7,BAL,NOLA,,,away
11,regular,25,7,AZ,SJS,,,home
11,regular,26,7,OCO,COL,,,home
11,regular,27,7,PHI,YKW,,,home
11,regular,28,8,YKW,BAL,,,away
11,regular,29,8,AZ,COL,,,home
11,regular,30,8,SJS,OCO,,,away
11,regular,31,8,NOLA,PHI,,,home
11,regular,32,9,COL,BAL,,,home
11,regular,33,9,AZ,YKW,,,home
11,regular,34,9,OCO,NOLA,,,home
11,regular,35,9,PHI,SJS,,,away
11,regular,36,10,BAL,AZ,,,home
11,regular,37,10,OCO,PHI,,,home
11,regular,38,10,SJS,COL,,,away
11,regular,39,10,NOLA,YKW,,,home
11,regular,40,11,BAL,OCO,,,away
11,regular,41,11,YKW,SJS,,,home
11,regular,42,11,COL,NOLA,,,home
11,regular,43,11,PHI,AZ,,,home
11,regular,44,12,AZ,NOLA,,,away
11,regular,45,12,OCO,YKW,,,home
11,regular,46,12,SJS,BAL,,,away
11,regular,47,12,PHI,COL,,,home
11,regular,48,13,BAL,PHI,,,home
11,regular,49,13,YKW,COL,,,away
11,regular,50,13,AZ,OCO,,,home
11,regular,51,13,NOLA,SJS,,,home
11,regular,52,14,YKW,PHI,,,away
11,regular,53,14,COL,OCO,,,away
11,regular,54,14,SJS,AZ,,,away
11,regular,55,14,NOLA,BAL,,,home
11,playoff,10015,15,BAL,COL,45.0,7.0,home
11,playoff,10015,15,NOLA,OCO,40.0,13.0,home
11,playoff,10016,16,NOLA,BAL,42.0,36.0,home
12,regular,0,1,OCO,COL,,,home
12,regular,1,1,PHI,BAL,,,away
12,regular,2,1,SJS,NOLA,,,home
12,regular,3,1,YKW,AZ,,,home
12,regular,4,2,OCO,PHI,,,home
12,regular,5,2,COL,BAL,,,away
12,regular,6,2,NOLA,YKW,,,home
12,regular,7,2,AZ,SJS,,,away
12,regular,8,3,COL,AZ,,,away
12,regular,9,3,PHI,NOLA,,,home
12,regular,10,3,BAL,OCO,,,away
12,regular,11,3,YKW,SJS,,,away
12,regular,12,4,BAL,YKW,,,home
12,regular,13,4,SJS,OCO,,,home
12,regular,14,4,NOLA,COL,,,home
12,regular,15,4,AZ,PHI,,,away
12,regular,16,5,OCO,NOLA,,,home
12,regular,17,5,COL,SJS,,,away
12,regular,18,5,PHI,YKW,,,home
12,regular,19,5,AZ,BAL,,,home
12,regular,20,6,PHI,COL,,,away
