season,phase,seq,week,home,away,home_score,away_score,winner
24,regular,21,4,AZ,SJS,,,home
24,regular,22,4,AUS,NOLA,,,home
24,regular,23,4,HON,OCO,,,away
24,regular,24,5,YKW,BAL,,,home
24,regular,25,5,PHI,COL,,,away
24,regular,26,5,SAR,CHI,,,home
24,regular,27,5,OCO,AZ,,,home
24,regular,28,5,NOLA,SJS,,,away
24,regular,29,5,HON,AUS,,,home
24,regular,30,6,NOLA,CHI,,,home
24,regular,31,6,AUS,SAR,,,away
24,regular,32,6,YKW,AZ,,,home
24,regular,33,6,COL,OCO,,,home
24,regular,34,6,PHI,SJS,,,away
24,regular,35,6,BAL,HON,,,home
24,regular,36,7,AUS,BAL,,,home
24,regular,37,7,HON,YKW,,,home
24,regular,38,7,AZ,COL,,,home
24,regular,39,7,OCO,PHI,,,home
24,regular,40,7,CHI,SJS,,,home
24,regular,41,7,SAR,NOLA,,,away
24,regular,42,8,AZ,PHI,,,home
24,regular,43,8,SJS,SAR,,,away
24,regular,44,8,CHI,OCO,,,away
24,regular,45,8,BAL,NOLA,,,away
24,regular,46,8,YKW,AUS,,,away
24,regular,47,8,COL,HON,,,home
24,regular,48,9,SJS,BAL,,,home
24,regular,49,9,NOLA,YKW,,,away
24,regular,50,9,AUS,COL,,,away
24,regular,51,9,AZ,CHI,,,home
24,regular,52,9,SAR,OCO,,,home
24,regular,53,9,PHI,HON,,,away
24,regular,54,10,OCO,BAL,,,home
24,regular,55,10,HON,CHI,,,away
24,regular,56,10,SAR,AZ,,,away
24,regular,57,10,YKW,SJS,,,away
24,regular,58,10,COL,NOLA,,,home
24,regular,59,10,PHI,AUS,,,home
24,regular,60,11,OCO,YKW,,,home
24,regular,61,11,SJS,COL,,,away
24,regular,62,11,NOLA,PHI,,,home
24,regular,63,11,CHI,AUS,,,home
24,regular,64,11,BAL,AZ,,,away
24,regular,65,11,HON,SAR,,,home
24,regular,66,12,BAL,SAR,,,away
24,regular,67,12,YKW,PHI,,,away
24,regular,68,12,CHI,COL,,,away
24,regular,69,12,OCO,NOLA,,,home
24,regular,70,12,SJS,AUS,,,home
24,regular,71,12,HON,AZ,,,home
24,regular,72,13,COL,YKW,,,home
24,regular,73,13,CHI,BAL,,,home
24,regular,74,13,SAR,PHI,,,home
24,regular,75,13,OCO,SJS,,,home
24,regular,76,13,NOLA,HON,,,home
24,regular,77,13,AUS,AZ,,,home
24,regular,78,14,YKW,CHI,,,away
24,regular,79,14,PHI,BAL,,,home
24,regular,80,14,SAR,COL,,,away
24,regular,81,14,AZ,NOLA,,,home
24,regular,82,14,AUS,OCO,,,home
24,regular,83,14,HON,SJS,,,home
24,regular,84,15,BAL,COL,,,away
24,regular,85,15,YKW,SAR,,,away
24,regular,86,15,PHI,CHI,,,away
24,regular,87,15,OCO,HON,,,home
24,regular,88,15,SJS,AZ,,,home
24,regular,89,15,NOLA,AUS,,,home
24,regular,90,16,BAL,YKW,,,away
24,regular,91,16,COL,PHI,,,home
24,regular,92,16,CHI,SAR,,,away
24,regular,93,16,AZ,OCO,,,home
24,regular,94,16,SJS,NOLA,,,home
24,regular,95,16,AUS,HON,,,home
24,playoff,10017,17,SAR,CHI,24.0,17.0,home
24,playoff,10017,17,OCO,NOLA,31.0,21.0,home
24,playoff,10018,18,COL,SAR,24.0,20.0,home
24,playoff,10018,18,SJS,OCO,17.0,3.0,home
24,playoff,10019,19,COL,SJS,12.0,17.0,away
25,regular,0,1,OCO,SJS,,,home
25,regular,1,1,NOLA,AZ,,,home
25,regular,2,1,AUS,HON,,,home
25,regular,3,1,NYS,BER,,,away
25,regular,4,1,COL,SAR,,,home
25,regular,5,1,CHI,YKW,,,home
25,regular,6,1,BAL,PHI,,,home
25,regular,7,2,SJS,AZ,,,home
25,regular,8,2,NYS,OCO,,,away
25,regular,9,2,HON,NOLA,,,home
25,regular,10,2,AUS,PHI,,,away
25,regular,11,2,CHI,COL,,,home
25,regular,12,2,SAR,BER,,,home
25,regular,13,2,YKW,BAL,,,home
25,regular,14,3,NOLA,SJS,,,away
25,regular,15,3,OCO,AUS,,,home
25,regular,16,3,AZ,NYS,,,home
25,regular,17,3,HON,BAL,,,away
25,regular,18,3,COL,YKW,,,home
25,regular,19,3,PHI,SAR,,,home
25,regular,20,3,BER,CHI,,,away
25,regular,21,4,SJS,HON,,,away
25,regular,22,4,AZ,OCO,,,away
25,regular,23,4,NOLA,YKW,,,home
25,regular,24,4,NYS,AUS,,,away
25,regular,25,4,BAL,COL,,,away
25,regular,26,4,SAR,CHI,,,home
25,regular,27,4,PHI,BER,,,away
25,regular,28,5,AUS,SJS,,,away
25,regular,29,5,OCO,NOLA,,,home
25,regular,30,5,AZ,CHI,,,home
25,regular,31,5,HON,NYS,,,home
25,regular,32,5,COL,PHI,,,home
25,regular,33,5,YKW,SAR,,,home
25,regular,34,5,BER,BAL,,,away
25,regular,35,6,SJS,NYS,,,home
25,regular,36,6,OCO,SAR,,,home
25,regular,37,6,HON,AZ,,,away
25,regular,38,6,AUS,NOLA,,,home
25,regular,39,6,BER,COL,,,away
25,regular,40,6,CHI,BAL,,,home
25,regular,41,6,PHI,YKW,,,away
25,regular,42,7,SJS,COL,,,away
25,regular,43,7,HON,OCO,,,away
25,regular,44,7,AZ,AUS,,,home
25,regular,45,7,NOLA,NYS,,,home
25,regular,46,7,SAR,BAL,,,away
25,regular,47,7,PHI,CHI,,,home
25,regular,48,7,YKW,BER,,,home
25,regular,49,8,BER,SJS,,,home
25,regular,50,8,PHI,OCO,,,away
25,regular,51,8,BAL,AZ,,,home
25,regular,52,8,CHI,NOLA,,,home
25,regular,53,8,YKW,HON,,,away
25,regular,54,8,COL,AUS,,,home
25,regular,55,8,SAR,NYS,,,home
25,regular,56,9,SJS,CHI,,,home
25,regular,57,9,OCO,YKW,,,home
25,regular,58,9,AZ,SAR,,,away
25,regular,59,9,NOLA,COL,,,away
25,regular,60,9,HON,BER,,,home
25,regular,61,9,AUS,BAL,,,home
25,regular,62,9,NYS,PHI,,,away
25,regular,63,10,HON,SJS,,,away
25,regular,64,10,NOLA,OCO,,,home
25,regular,65,10,YKW,AZ,,,away
25,regular,66,10,AUS,NYS,,,home
25,regular,67,10,COL,BER,,,home
25,regular,68,10,SAR,PHI,,,home
25,regular,69,10,BAL,CHI,,,home
25,regular,70,11,SJS,OCO,,,away
25,regular,71,11,NYS,AZ,,,home
25,regular,72,11,NOLA,AUS,,,home
25,regular,73,11,COL,HON,,,away
25,regular,74,11,BER,SAR,,,away
25,regular,75,11,CHI,PHI,,,home
25,regular,76,11,BAL,YKW,,,away
25,regular,77,12,AZ,SJS,,,home
25,regular,78,12,BAL,OCO,,,home
25,regular,79,12,NYS,NOLA,,,home
25,regular,80,12,HON,AUS,,,home
25,regular,81,12,SAR,COL,,,home
25,regular,82,12,CHI,BER,,,home
25,regular,83,12,YKW,PHI,,,away
25,regular,84,13,SJS,NOLA,,,home
25,regular,85,13,OCO,AZ,,,away
25,regular,86,13,NYS,HON,,,home
25,regular,87,13,SAR,AUS,,,home
25,regular,88,13,COL,CHI,,,home
25,regular,89,13,BER,YKW,,,away
25,regular,90,13,PHI,BAL,,,home
25,regular,91,14,PHI,SJS,,,away
25,regular,92,14,OCO,NYS,,,home
25,regular,93,14,NOLA,HON,,,home
25,regular,94,14,CHI,SAR,,,away
25,regular,95,14,BAL,BER,,,home
25,regular,96,14,AUS,AZ,,,home
25,regular,97,14,YKW,COL,,,away
25,regular,98,15,SJS,AUS,,,home
25,regular,99,15,OCO,HON,,,away
25,regular,100,15,AZ,NOLA,,,home
25,regular,101,15,CHI,NYS,,,home
25,regular,102,15,COL,BAL,,,home
25,regular,103,15,SAR,YKW,,,home
25,regular,104,15,BER,PHI,,,away
25,regular,105,16,NYS,SJS,,,home
25,regular,106,16,AUS,OCO,,,home
25,regular,107,16,AZ,HON,,,home
25,regular,108,16,BER,NOLA,,,away
25,regular,109,16,PHI,COL,,,away
25,regular,110,16,BAL,SAR,,,away
25,regular,111,16,YKW,CHI,,,home
25,playoff,10017,17,SAR,CHI,20.0,27.0,away
25,playoff,10017,17,AZ,SJS,27.0,33.0,away
25,playoff,10018,18,COL,CHI,34.0,7.0,home
25,playoff,10018,18,OCO,SJS,14.0,23.0,away
25,playoff,10019,19,COL,SJS,17.0,34.0,away
26,regular,0,1,AZ,OCO,,,away
26,regular,1,1,HON,SJS,,,away
26,regular,2,1,NOLA,AUS,,,home
26,regular,3,1,NYS,BER,,,home
26,regular,4,1,COL,SAR,,,home
26,regular,5,1,CHI,BAL,,,home
26,regular,6,1,YKW,PHI,,,home
26,regular,7,2,OCO,SJS,,,home
26,regular,8,2,NYS,AZ,,,home
26,regular,9,2,AUS,HON,,,home
26,regular,10,2,NOLA,PHI,,,away
26,regular,11,2,CHI,COL,,,home
26,regular,12,2,SAR,BER,,,home
26,regular,13,2,BAL,YKW,,,away
26,regular,14,3,HON,OCO,,,away
26,regular,15,3,AZ,NOLA,,,away
26,regular,16,3,SJS,NYS,,,home
26,regular,17,3,AUS,YKW,,,home
26,regular,18,3,COL,BAL,,,home
26,regular,19,3,PHI,SAR,,,away
26,regular,20,3,BER,CHI,,,away
26,regular,21,4,OCO,AUS,,,home
26,regular,22,4,SJS,AZ,,,away
26,regular,23,4,HON,BAL,,,away
26,regular,24,4,NYS,NOLA,,,away
26,regular,25,4,YKW,COL,,,home
26,regular,26,4,SAR,CHI,,,home
26,regular,27,4,PHI,BER,,,home
26,regular,28,5,NOLA,OCO,,,home
26,regular,29,5,AZ,HON,,,home
26,regular,30,5,SJS,CHI,,,away
26,regular,31,5,AUS,NYS,,,home
26,regular,32,5,COL,PHI,,,home
26,regular,33,5,BAL,SAR,,,away
26,regular,34,5,BER,YKW,,,away
26,regular,35,6,OCO,NYS,,,away
26,regular,36,6,AZ,SAR,,,away
26,regular,37,6,AUS,SJS,,,home
26,regular,38,6,NOLA,HON,,,home
26,regular,39,6,BER,COL,,,home
26,regular,40,6,CHI,YKW,,,away
26,regular,41,6,PHI,BAL,,,away
26,regular,42,7,OCO,COL,,,home
26,regular,43,7,AUS,AZ,,,home
26,regular,44,7,SJS,NOLA,,,home
26,regular,45,7,HON,NYS,,,home
26,regular,46,7,SAR,YKW,,,away
26,regular,47,7,PHI,CHI,,,away
26,regular,48,7,BAL,BER,,,away
26,regular,49,8,BER,OCO,,,away
26,regular,50,8,PHI,AZ,,,away
26,regular,51,8,YKW,SJS,,,home
26,regular,52,8,CHI,HON,,,home
26,regular,53,8,BAL,AUS,,,away
26,regular,54,8,COL,NOLA,,,home
26,regular,55,8,SAR,NYS,,,home
26,regular,56,9,OCO,CHI,,,home
26,regular,57,9,AZ,BAL,,,home
26,regular,58,9,SJS,SAR,,,home
26,regular,59,9,HON,COL,,,away
26,regular,60,9,AUS,BER,,,away
26,regular,61,9,NOLA,YKW,,,home
26,regular,62,9,NYS,PHI,,,home
26,regular,63,10,AUS,OCO,,,home
26,regular,64,10,HON,AZ,,,away
26,regular,65,10,BAL,SJS,,,home
26,regular,66,10,NOLA,NYS,,,away
26,regular,67,10,COL,BER,,,home
26,regular,68,10,SAR,PHI,,,away
26,regular,69,10,YKW,CHI,,,home
26,regular,70,11,OCO,AZ,,,home
26,regular,71,11,NYS,SJS,,,away
26,regular,72,11,HON,NOLA,,,away
26,regular,73,11,COL,AUS,,,home
26,regular,74,11,BER,SAR,,,home
26,regular,75,11,CHI,PHI,,,home
26,regular,76,11,YKW,BAL,,,home
26,regular,77,12,SJS,OCO,,,home
26,regular,78,12,YKW,AZ,,,away
26,regular,79,12,NYS,HON,,,home
26,regular,80,12,AUS,NOLA,,,home
26,regular,81,12,SAR,COL,,,home
26,regular,82,12,CHI,BER,,,away
26,regular,83,12,BAL,PHI,,,away
26,regular,84,13,OCO,HON,,,away
26,regular,85,13,AZ,SJS,,,home
26,regular,86,13,NYS,AUS,,,home
26,regular,87,13,SAR,NOLA,,,away
26,regular,88,13,COL,CHI,,,away
26,regular,89,13,BER,BAL,,,away
26,regular,90,13,PHI,YKW,,,away
26,regular,91,14,PHI,OCO,,,away
26,regular,92,14,AZ,NYS,,,away
26,regular,93,14,NOLA,SJS,,,away
26,regular,94,14,HON,AUS,,,away
26,regular,95,14,BAL,COL,,,home
26,regular,96,14,CHI,SAR,,,away
26,regular,97,14,YKW,BER,,,home
26,regular,98,15,OCO,NOLA,,,away
26,regular,99,15,AZ,AUS,,,home
26,regular,100,15,SJS,HON,,,away
26,regular,101,15,CHI,NYS,,,home
26,regular,102,15,COL,YKW,,,away
26,regular,103,15,SAR,BAL,,,away
26,regular,104,15,BER,PHI,,,home
26,regular,105,16,NYS,OCO,,,home
26,regular,106,16,NOLA,AZ,,,away
26,regular,107,16,SJS,AUS,,,home
26,regular,108,16,BER,HON,,,home
26,regular,109,16,PHI,COL,,,away
26,regular,110,16,YKW,SAR,,,home
26,regular,111,16,BAL,CHI,,,away
26,playoff,10017,17,CHI,SAR,23.0,24.0,away
26,playoff,10017,17,NOLA,OCO,24.0,15.0,home
26,playoff,10018,18,YKW,SAR,24.0,22.0,home
26,playoff,10018,18,NOLA,NYS,43.0,37.0,home
26,playoff,10019,19,YKW,NOLA,49.0,17.0,home
27,regular,0,1,OCO,AUS,,,home
27,regular,1,1,AZ,SJS,,,away
27,regular,2,1,CHI,YKW,,,home
27,regular,3,1,COL,SAR,,,away
27,regular,4,1,BAL,BER,,,away
27,regular,5,1,PHI,HON,,,home
27,regular,6,1,NYS,NOLA,,,home
27,regular,7,2,YKW,SAR,,,home
27,regular,8,2,PHI,CHI,,,away
27,regular,9,2,BER,COL,,,away
27,regular,10,2,BAL,SJS,,,away
27,regular,11,2,OCO,NYS,,,away
27,regular,12,2,NOLA,HON,,,away
27,regular,13,2,AUS,AZ,,,home
27,regular,14,3,CHI,BAL,,,home
27,regular,15,3,SAR,PHI,,,home
27,regular,16,3,BER,AZ,,,away
27,regular,17,3,NYS,AUS,,,home
27,regular,18,3,SJS,NOLA,,,away
27,regular,19,3,HON,OCO,,,home
27,regular,20,3,COL,YKW,,,away
27,regular,21,4,AZ,NYS,,,home
27,regular,22,4,NOLA,OCO,,,away
27,regular,23,4,SJS,HON,,,away
27,regular,24,4,YKW,BER,,,home
27,regular,25,4,SAR,CHI,,,away
27,regular,26,4,COL,AUS,,,away
27,regular,27,4,PHI,BAL,,,home
27,regular,28,5,BAL,YKW,,,away
27,regular,29,5,CHI,COL,,,away
27,regular,30,5,SAR,OCO,,,home
27,regular,31,5,BER,PHI,,,home
27,regular,32,5,NYS,SJS,,,away
27,regular,33,5,AUS,NOLA,,,away
27,regular,34,5,HON,AZ,,,away
27,regular,35,6,YKW,PHI,,,home
27,regular,36,6,CHI,NOLA,,,home
27,regular,37,6,BER,SAR,,,away
27,regular,38,6,BAL,COL,,,away
27,regular,39,6,HON,NYS,,,home
27,regular,40,6,OCO,AZ,,,away
27,regular,41,6,SJS,AUS,,,home
27,regular,42,7,COL,PHI,,,home
27,regular,43,7,NOLA,AZ,,,away
27,regular,44,7,SJS,OCO,,,home
27,regular,45,7,AUS,HON,,,away
27,regular,46,7,YKW,NYS,,,away
27,regular,47,7,BER,CHI,,,home
27,regular,48,7,SAR,BAL,,,home
27,regular,49,8,NOLA,PHI,,,home
27,regular,50,8,HON,YKW,,,home
27,regular,51,8,SJS,CHI,,,home
27,regular,52,8,AZ,SAR,,,home
27,regular,53,8,OCO,COL,,,away
27,regular,54,8,AUS,BER,,,away
27,regular,55,8,NYS,BAL,,,home
27,regular,56,9,YKW,OCO,,,home
27,regular,57,9,CHI,AUS,,,home
27,regular,58,9,SAR,NOLA,,,home
27,regular,59,9,COL,NYS,,,home
27,regular,60,9,BER,HON,,,away
27,regular,61,9,BAL,AZ,,,away
27,regular,62,9,PHI,SJS,,,home
27,regular,63,10,AUS,SAR,,,away
27,regular,64,10,BAL,PHI,,,away
27,regular,65,10,NYS,HON,,,home
27,regular,66,10,NOLA,SJS,,,home
27,regular,67,10,AZ,OCO,,,home
27,regular,68,10,BER,YKW,,,away
27,regular,69,10,COL,CHI,,,away
27,regular,70,11,OCO,SJS,,,home
27,regular,71,11,AZ,AUS,,,home
27,regular,72,11,YKW,CHI,,,away
27,regular,73,11,PHI,SAR,,,away
27,regular,74,11,COL,BAL,,,home
27,regular,75,11,NYS,BER,,,home
27,regular,76,11,HON,NOLA,,,away
27,regular,77,12,SAR,YKW,,,home
27,regular,78,12,AZ,CHI,,,away
27,regular,79,12,PHI,COL,,,away
27,regular,80,12,BER,BAL,,,home
27,regular,81,12,NOLA,NYS,,,home
27,regular,82,12,OCO,HON,,,away
27,regular,83,12,AUS,SJS,,,away
27,regular,84,13,CHI,SAR,,,away
27,regular,85,13,PHI,BER,,,away
27,regular,86,13,NOLA,BAL,,,home
27,regular,87,13,NYS,OCO,,,away
27,regular,88,13,HON,AUS,,,home
27,regular,89,13,SJS,AZ,,,away
27,regular,90,13,YKW,COL,,,home
27,regular,91,14,AUS,NYS,,,home
27,regular,92,14,OCO,NOLA,,,home
27,regular,93,14,AZ,HON,,,away
27,regular,94,14,SJS,YKW,,,away
27,regular,95,14,CHI,PHI,,,home
27,regular,96,14,BAL,SAR,,,away
27,regular,97,14,COL,BER,,,home
27,regular,98,15,YKW,BAL,,,home
27,regular,99,15,CHI,BER,,,home
27,regular,100,15,SAR,COL,,,away
27,regular,101,15,OCO,PHI,,,away
27,regular,102,15,NYS,AZ,,,away
27,regular,103,15,NOLA,AUS,,,home
27,regular,104,15,HON,SJS,,,home
27,regular,105,16,PHI,YKW,,,home
27,regular,106,16,BAL,CHI,,,away
27,regular,107,16,SAR,BER,,,home
27,regular,108,16,HON,COL,,,tie
27,regular,109,16,SJS,NYS,,,home
27,regular,110,16,AZ,NOLA,,,away
27,regular,111,16,AUS,OCO,,,away
27,playoff,10017,17,CHI,COL,19.0,24.0,away
27,playoff,10017,17,AZ,NOLA,21.0,41.0,away
27,playoff,10018,18,HON,NOLA,15.0,24.0,away
27,playoff,10018,18,SAR,COL,47.0,27.0,home
27,playoff,10019,19,SAR,NOLA,34.0,10.0,home
28,regular,0,1,PHI,BER,,,away
28,regular,1,1,BAL,AUS,,,away
28,regular,2,1,HON,AZ,,,home
28,regular,3,1,NOLA,SJS,,,away
28,regular,4,1,NYS,OCO,,,home
28,regular,5,1,CHI,SAR,,,home
28,regular,6,1,YKW,COL,,,home
28,regular,7,2,AZ,AUS,,,away
28,regular,8,2,SJS,NYS,,,away
28,regular,9,2,SAR,COL,,,home
28,regular,10,2,BAL,CHI,,,away
28,regular,11,2,BER,YKW,,,home
28,regular,12,2,PHI,OCO,,,away
28,regular,13,2,NOLA,HON,,,away
28,regular,14,3,YKW,SAR,,,away
28,regular,15,3,CHI,PHI,,,away
28,regular,16,3,COL,BAL,,,home
28,regular,17,3,BER,NYS,,,home
28,regular,18,3,HON,SJS,,,home
28,regular,19,3,OCO,AZ,,,away
28,regular,20,3,AUS,NOLA,,,home
28,regular,21,4,COL,CHI,,,home
28,regular,22,4,YKW,SJS,,,home
28,regular,23,4,BAL,PHI,,,away
28,regular,24,4,NYS,HON,,,home
28,regular,25,4,AZ,NOLA,,,home
28,regular,26,4,OCO,AUS,,,home
28,regular,27,4,SAR,BER,,,away
28,regular,28,5,HON,OCO,,,away
28,regular,29,5,SJS,AZ,,,away
28,regular,30,5,AUS,NYS,,,home
28,regular,31,5,PHI,SAR,,,away
28,regular,32,5,CHI,YKW,,,away
28,regular,33,5,COL,NOLA,,,home
28,regular,34,5,BER,BAL,,,home
28,regular,35,6,SAR,BAL,,,home
28,regular,36,6,CHI,AZ,,,away
28,regular,37,6,BER,COL,,,home
28,regular,38,6,PHI,YKW,,,away
28,regular,39,6,AUS,HON,,,home
28,regular,40,6,NOLA,NYS,,,away
28,regular,41,6,OCO,SJS,,,away
28,regular,42,7,SAR,HON,,,home
28,regular,43,7,BER,CHI,,,away
28,regular,44,7,COL,PHI,,,home
28,regular,45,7,YKW,BAL,,,home
28,regular,46,7,AZ,NYS,,,home
28,regular,47,7,OCO,NOLA,,,away
28,regular,48,7,SJS,AUS,,,away
28,regular,49,8,NOLA,YKW,,,home
28,regular,50,8,SJS,BER,,,away
28,regular,51,8,HON,PHI,,,home
28,regular,52,8,AZ,BAL,,,home
28,regular,53,8,AUS,SAR,,,away
28,regular,54,8,OCO,CHI,,,away
28,regular,55,8,NYS,COL,,,home
28,regular,56,9,BAL,OCO,,,away
28,regular,57,9,SAR,NOLA,,,home
28,regular,58,9,CHI,SJS,,,away
28,regular,59,9,COL,AZ,,,away
28,regular,60,9,YKW,HON,,,home
28,regular,61,9,BER,AUS,,,away
28,regular,62,9,PHI,NYS,,,away
28,regular,63,10,BER,SAR,,,home
28,regular,64,10,YKW,CHI,,,home
28,regular,65,10,SJS,COL,,,away
28,regular,66,10,PHI,BAL,,,home
28,regular,67,10,HON,AUS,,,away
28,regular,68,10,AZ,OCO,,,home
28,regular,69,10,NYS,NOLA,,,home
28,regular,70,11,YKW,PHI,,,away
28,regular,71,11,HON,BER,,,away
28,regular,72,11,AUS,AZ,,,away
28,regular,73,11,NOLA,OCO,,,home
28,regular,74,11,NYS,SJS,,,home
28,regular,75,11,SAR,CHI,,,home
28,regular,76,11,BAL,COL,,,away
28,regular,77,12,NOLA,AUS,,,home
28,regular,78,12,SJS,OCO,,,home
28,regular,79,12,COL,SAR,,,away
28,regular,80,12,NYS,CHI,,,home
28,regular,81,12,BAL,YKW,,,away
28,regular,82,12,BER,PHI,,,home
28,regular,83,12,AZ,HON,,,away
28,regular,84,13,SAR,YKW,,,home
28,regular,85,13,CHI,COL,,,home
28,regular,86,13,BAL,BER,,,away
28,regular,87,13,AZ,PHI,,,away
28,regular,88,13,HON,NOLA,,,home
28,regular,89,13,AUS,SJS,,,home
28,regular,90,13,OCO,NYS,,,home
28,regular,91,14,CHI,BAL,,,away
28,regular,92,14,PHI,COL,,,away
28,regular,93,14,YKW,BER,,,home
28,regular,94,14,SJS,HON,,,away
28,regular,95,14,NOLA,AZ,,,away
28,regular,96,14,NYS,AUS,,,home
28,regular,97,14,OCO,SAR,,,home
28,regular,98,15,HON,NYS,,,home
28,regular,99,15,AZ,SJS,,,home
28,regular,100,15,AUS,OCO,,,away
28,regular,101,15,SAR,PHI,,,away
28,regular,102,15,CHI,BER,,,away
28,regular,103,15,COL,YKW,,,away
28,regular,104,15,NOLA,BAL,,,home
28,regular,105,16,BAL,SAR,,,home
28,regular,106,16,PHI,CHI,,,away
28,regular,107,16,COL,BER,,,home
28,regular,108,16,AUS,YKW,,,away
28,regular,109,16,OCO,HON,,,away
28,regular,110,16,NYS,AZ,,,away
28,regular,111,16,SJS,NOLA,,,home
28,playoff,10017,17,NYS,AUS,18.0,21.0,away
28,playoff,10017,17,YKW,SAR,23.0,14.0,home
28,playoff,10018,18,AZ,AUS,13.0,16.0,away
28,playoff,10018,18,BER,YKW,13.0,17.0,away
28,playoff,10019,19,YKW,AUS,24.0,19.0,home
29,regular,0,1,YKW,BER,,,away
29,regular,1,1,COL,SAR,,,home
29,regular,2,1,PHI,CHI,,,home
29,regular,3,1,BAL,NOLA,,,home
29,regular,4,1,AZ,NYS,,,home
29,regular,5,1,AUS,HON,,,home
29,regular,6,1,OCO,SJS,,,home
29,regular,7,2,CHI,COL,,,home
29,regular,8,2,PHI,SJS,,,away
29,regular,9,2,AUS,AZ,,,away
29,regular,10,2,NYS,NOLA,,,home
29,regular,11,2,HON,OCO,,,away
29,regular,12,2,BER,SAR,,,away
29,regular,13,2,BAL,YKW,,,away
29,regular,14,3,SJS,NYS,,,home
29,regular,15,3,NOLA,AUS,,,home
29,regular,16,3,COL,BER,,,home
29,regular,17,3,YKW,PHI,,,home
29,regular,18,3,SAR,BAL,,,home
29,regular,19,3,CHI,OCO,,,away
29,regular,20,3,AZ,HON,,,home
29,regular,21,4,BER,CHI,,,home
29,regular,22,4,SAR,YKW,,,home
29,regular,23,4,COL,HON,,,home
29,regular,24,4,BAL,PHI,,,away
29,regular,25,4,OCO,AZ,,,away
29,regular,26,4,NYS,AUS,,,home
29,regular,27,4,SJS,NOLA,,,home
29,regular,28,5,YKW,COL,,,home
29,regular,29,5,SAR,AUS,,,home
29,regular,30,5,CHI,BAL,,,away
29,regular,31,5,AZ,SJS,,,home
29,regular,32,5,HON,NYS,,,away
29,regular,33,5,NOLA,OCO,,,home
29,regular,34,5,PHI,BER,,,away
29,regular,35,6,NOLA,AZ,,,home
29,regular,36,6,AUS,OCO,,,away
29,regular,37,6,SJS,HON,,,home
29,regular,38,6,BER,BAL,,,home
29,regular,39,6,YKW,NYS,,,away
29,regular,40,6,CHI,SAR,,,away
29,regular,41,6,PHI,COL,,,away
29,regular,42,7,BER,AZ,,,home
29,regular,43,7,CHI,YKW,,,away
29,regular,44,7,SAR,PHI,,,home
29,regular,45,7,COL,BAL,,,home
29,regular,46,7,NYS,OCO,,,home
29,regular,47,7,SJS,AUS,,,tie
29,regular,48,7,HON,NOLA,,,home
29,regular,49,8,NOLA,BER,,,home
29,regular,50,8,SJS,YKW,,,away
29,regular,51,8,OCO,SAR,,,home
29,regular,52,8,AUS,COL,,,away
29,regular,53,8,HON,CHI,,,away
29,regular,54,8,AZ,PHI,,,home
29,regular,55,8,NYS,BAL,,,home
29,regular,56,9,COL,AZ,,,home
29,regular,57,9,CHI,NOLA,,,home
29,regular,58,9,PHI,OCO,,,home
29,regular,59,9,BAL,SJS,,,home
29,regular,60,9,BER,AUS,,,home
29,regular,61,9,YKW,HON,,,home
29,regular,62,9,SAR,NYS,,,away
29,regular,63,10,OCO,AUS,,,home
29,regular,64,10,CHI,BER,,,away
29,regular,65,10,COL,YKW,,,home
29,regular,66,10,HON,SAR,,,away
29,regular,67,10,PHI,BAL,,,home
29,regular,68,10,AZ,NOLA,,,home
29,regular,69,10,NYS,SJS,,,away
29,regular,70,11,BER,YKW,,,home
29,regular,71,11,BAL,SAR,,,away
29,regular,72,11,COL,PHI,,,home
29,regular,73,11,AZ,CHI,,,home
29,regular,74,11,NOLA,NYS,,,home
29,regular,75,11,AUS,SJS,,,home
29,regular,76,11,OCO,HON,,,home
29,regular,77,12,BAL,COL,,,away
29,regular,78,12,CHI,PHI,,,home
29,regular,79,12,NYS,AZ,,,home
29,regular,80,12,AUS,NOLA,,,away
29,regular,81,12,HON,SJS,,,away
29,regular,82,12,SAR,BER,,,away
29,regular,83,12,OCO,YKW,,,away
29,regular,84,13,NOLA,HON,,,away
29,regular,85,13,SJS,OCO,,,away
29,regular,86,13,BER,COL,,,home
29,regular,87,13,YKW,SAR,,,away
29,regular,88,13,BAL,CHI,,,away
29,regular,89,13,NYS,PHI,,,away
29,regular,90,13,AZ,AUS,,,away
29,regular,91,14,SJS,BER,,,away
29,regular,92,14,YKW,BAL,,,home
29,regular,93,14,PHI,SAR,,,away
29,regular,94,14,COL,CHI,,,home
29,regular,95,14,HON,AZ,,,away
29,regular,96,14,AUS,NYS,,,away
29,regular,97,14,OCO,NOLA,,,away
29,regular,98,15,YKW,CHI,,,home
29,regular,99,15,SAR,COL,,,away
29,regular,100,15,AUS,BAL,,,home
29,regular,101,15,AZ,OCO,,,home
29,regular,102,15,NYS,HON,,,away
29,regular,103,15,NOLA,SJS,,,home
29,regular,104,15,BER,PHI,,,home
29,regular,105,16,SJS,AZ,,,away
29,regular,106,16,OCO,NYS,,,away
29,regular,107,16,HON,AUS,,,away
29,regular,108,16,BAL,BER,,,away
29,regular,109,16,PHI,YKW,,,away
29,regular,110,16,SAR,CHI,,,home
29,regular,111,16,NOLA,COL,,,home
29,playoff,10017,17,NYS,NOLA,35.0,31.0,home
29,playoff,10017,17,COL,SAR,13.0,33.0,away
